KMSD2243,FF,,KMSD2098,FF,,,HRA0129,FF,,FP05074,FF,,AS15952,FF,,AS15952,FF,,GEX01116,M/C,,HRA01244,M/C,,HRA02130,FF,,KMSD1933,TRC,,,HC903783,TRC,,KMSD2098,FF,,,GEX01508,TF,,GEX01116,M/C,,AS15952,FF,,HC902395,M/C,,HC902395,M/C,,,FP01014,M/C,,kmsd2173,FF,,Kmsd2132,FF,,KMSD2111,FF,,FP05820,FF,,C2863,FF,,C2864,FF,,FP05826,FF
FP05074,FF,,Kmsd2132,FF,,,KMSD1802,FF,,C2830,FF,,GEX01392,FF,,C2704,FF,,AS15328,M/C,,HRA01468,M/C,,AS15952,FF,,HRA01837,TRC,,,KMSD1933,TRC,,HRA01787,FF,,,HRA02143,TF,,AS15328,M/C,,FP05879,FF,,KMSD2347,M/C,,C570,KIT,,,AS16036,M/C,,HRA02154,FF,,C2864,FF,,C2812,FF,,KMSD2301,FF,,GEX01447,FF,,KMSD2098,FF,,AS16064,FF
KMSD2083,FF,,AS16044,FF,,,KMSD2083,FF,,AS16150,FF,,C2638,FF,,KMSD2160,FF,,C2578,M/C,,FP01014,M/C,,AS15951,FF,,AS16175,TRC,,,HRA01837,TRC,,HRA0739,FF,,,HRA02142,TF,,HRA01468,M/C,,HRA0129,FF,,HC903783,TRC,,C015,KIT,,,HRA01244,M/C,,C2813,FF,,AS15973,FF,,GEX01392,FF,,KMSD2302,FF,,C2864,FF,,FP05845,FF,,FP05820,FF
FP05785,FF,,KMSD2272,FF,,,C2700,FF,,KMSD2287,FF,,AS15973,FF,,KMSD2098,FF,,HC902395,M/C,,HC902395,M/C,,KMSD2305,FF,,KMSD2298,FF,,,FP05866,TRC,,GEX01442,FF,,,KMSD2333,TF,,FP01014,M/C,,AS16044,FF,,HRA01837,TRC,,KMSD37,KIT,,,KMSD2190,M/C,,HRA02112,FF,,FP05715,FF,,C2863,FF,,hra02122,FF,,HRA0129,FF,,FP05844,FF,,C2842,FF
AS16045,FF,,GEX01514,FF,,,C2733,FF,,AS16044,FF,,HRA0129,FF,,AS15973,FF,,C570,KIT,,C570,KIT,,KMSD2272,FF,,C2847,FF,,,HC902700,FF,,FP05845,FF,,,KMSD2284,TF,,AS16036,M/C,,C2813,FF,,FP05866,TRC,,KMSD2251,KIT,,,HC902395,M/C,,HRA0129,FF,,KMSD2298,FF,,FP05845,FF,,HRA02148,FF,,GEX01564,FF,,HRA2056,FF,,GEX01556,FF
AS15994,FF,,GEX01442,FF,,,HRA02026,FF,,KMSD2083,FF,,AS16085,FF,,HRA02056,FF,,C015,KIT,,C015,KIT,,HRA02056,FF,,FP05808 ,FF,,,KMSD1802,FF,,HRA02127,FF,,,KMSD2338,TF,,KMSD2347,M/C,,FP05074,FF,,C570,KIT,,FP05822,KIT,,,KMSD2347,M/C,,HRA02026,FF,,HRA02026,FF,,KMSD2287,FF,,C2216,FF,,KMSD2076,FF,,AS15951,FF,,C2830,FF
KMSD2158,FF,,KMSD2160,FF,,,Kmsd2132,FF,,KMSD2158,FF,,KMSD2160,FF,,C2813,FF,,KMSD37,KIT,,KMSD37,KIT,,KMSD2319,FF,,as16085,FF,,,KMSD1240,FF,,FP05844,FF,,,FP05848,TF,,HC902395,M/C,,C2864,FF,,C015,KIT,,KMSD2360,KIT,,,HC902700,FF,,HRA02056,FF,,KMSD2164,FF,,KMSD403,FF,,KMSD1797,FF,,KMSD2098,FF,,HRA0257,FF,,AS16063,FF
HRA01846,FF,,AS15952,FF,,,KMSD2243,FF,,HRA02026,FF,,GEX01514,FF,,AS16002,FF,,GEX01468,KIT,,GEX01468,KIT,,GEX01294,FF,,C2841,FF,,,KMSD2272,FF,,FP05812,FF,,,C2576,TF,,GEX01392,FF,,GEX01392,FF,,KMSD37,KIT,,GEX01468,KIT,,,KMSD1802,FF,,HRA01846,FF,,C2813,FF,,FP05844,FF,,FP05817,FF,,FP04220,FF,,GEX01564,FF,,KMSD2298,FF
HRA0278,FF,,KMSD403,FF,,,Gex01187,FF,,Kmsd2132,FF,,FP05074,FF,,C2638,FF,,KMSD2251,KIT,,KMSD2251,KIT,,HRA01846,FF,,C2844,FF,,,KMSD2160,FF,,C2638,FF,,,HRA02135,TF,,HRA0129,FF,,KMSD2184,FF,,KMSD2251,KIT,,HC902700,FF,,,C2870,FF,,FP05865,FF,,KMSD1802,FF,,C2870,FF,,C2845,FF,,Kmsd2132,FF,,GEX01392,FF,,GEX01541,FF
KMSD1630,FF,,FP05074,FF,,,GEX01514,FF,,GEX01514,FF,,AS0072,FF,,C2812,FF,,C2685,KIT,,C2685,KIT,,C2638,FF,,FP05829,FF,,,C2870,FF,,HRA01332,FF,,,C2258,TF,,HRA02154,FF,,FP05889,FF,,FP05822,KIT,,GEX01447,FF,,,C2863,FF,,C2812,FF,,KMSD2349,FF,,FP05879,FF,,C2844,FF,,AS16044,FF,,FP05715,FF,,C2840,FF
GEX01381,FF,,HRA01969,FF,,,KMSD2160,FF,,KMSD2111,FF,,C2830,FF,,FP05808,FF,,FP05822,KIT,,FP05822,KIT,,FP05074,FF,,c2865,FF,,,GEX01442,FF,,HC902429,FF,,,HRA02094,TF,,HC902700,FF,,KMSD2160,FF,,KMSD2360,KIT,,C2813,FF,,,HRA02154,FF,,HC902429,FF,,KMSD2184,FF,,AS15951,FF,,GEX01556,FF,,HRA02127,FF,,KMSD2272,FF,,C2841,FF
HRA0257,FF,,AS15973,FF,,,HRA02056,FF,,FP05715,FF,,AS16150,FF,,HRA0129,FF,,FP05808,FF,,HC902009,TF,,C2813,FF,,FP05815,FF,,,KMSD2098,FF,,AS16045,FF,,,HRA02002,TF,,KMSD2319,FF,,GEX01592,FF,,GEX01468,KIT,,C2700,FF,,,FP05889,FF,,FP05889,FF,,KMSD2305,FF,,KMSD2098,FF,,C2841,FF,,FP05715,FF,,C2813,FF,,fp05807,FF
FP05404,FF,,AS0072,FF,,,AS16045,FF,,AS16045,FF,,AS16002,FF,,FP05697,FF,,GEX01550,FF,,HRA01060,TF,,HRA02124,FF,,KMSD2287,FF,,,GEX01392,FF,,GEX01381,FF,,,AS16060,TF,,AS16044,FF,,C2812,FF,,GEX0288,SF,,C2812,FF,,,FP05074,FF,,AS16045,FF,,HRA02056,FF,,FP05813,FF,,FP05807,FF,,AS15951,FF,,HRA0129,FF,,HRA02148,FF
HRA0739,FF,,HRA01846,FF,,,C2830,FF,,HRA01846,FF,,KMSD2287,FF,,AS16085,FF,,GEX01549,FF,,HRA02045,TF,,GEX01514,FF,,FP05819,FF,,,HRA02026,FF,,HRA02138,FF,,,GEX01579,TF,,Kmsd2132,FF,,C2870,FF,,HRA02081,SF,,KMSD2298,FF,,,GEX01442,FF,,HRA01787,FF,,GEX01550,FF,,Kmsd2132,FF,,GEX01541,FF,,KMSD2319,FF,,FP05879,FF,,KMSD1797,FF
KMSD2261,FF,,KMSD2083,FF,,,HRA01969,FF,,KMSD2160,FF,,GEX01294,FF,,KMSD1802,FF,,HRA02115,FF,,AS16040,TF,,AS0072,FF,,AS16061,FF,,,FP05074,FF,,C2863,FF,,,FP05827,TF,,KMSD2111,FF,,GEX01564,FF,,KMSD2090,SF,,AS16188,FF,,,KMSD2319,FF,,C2803,FF,,HRA02112,FF,,GEX01490,FF,,KMSD2330,FF,,KMSD2160,FF,,GEX01416,FF,,C2216,FF
HRA01966,FF,,C2216,FF,,,AS15973,FF,,FP04233,FF,,KMSD2118,FF,,KMSD2298,FF,,HRA02114,FF,,HRA02044,TF,,HRA01787,FF,,AS16064,FF,,,HRA02056,FF,,HRA02139,FF,,,C2857,TF,,KMSD2098,FF,,KMSD177,FF,,HRA01850,SF,,KMSD403,FF,,,C2864,FF,,KMS242,FF,,FP05074,FF,,FP05812,FF,,KMSD2326,FF,,FP05845,FF,,C2849,FF,,KMSD2120,FF
KMS242,FF,,GEX01294,FF,,,HRA01846,FF,,AS16002,FF,,GEX01442,FF,,HC902429,FF,,HRA02116,FF,,AS16006,TF,,HRA01707,FF,,FP05806,FF,,,KMSD2305,FF,,KMSD2014,FF,,,FP05556,TF,,HRA02026,FF,,GEX01447,FF,,KMSD2322,SF,,FP05074,FF,,,HRA02026,FF,,HRA02092,FF,,KMSD142,FF,,GEX01514,FF,,GEX01547,FF,,FP05074,FF,,KMSD2287,FF,,KMSD2326,FF
GEX01158,FF,,KMSD1240,FF,,,KMSD1630,FF,,KMSD1240,FF,,HRA01787,FF,,HRA02116,FF,,as16169,FF,,FP05827,TF,,KMSD177,FF,,C2641,FF,,,GEX01564,FF,,C2849,FF,,,C2851,TF,,KMSD1802,FF,,HRA0739,FF,,KMSD2153,SF,,FP05813,FF,,,Kmsd2132,FF,,FP05813,FF,,KMSD2272,FF,,HRA02026,FF,,HC902700,FF,,KMSD2305,FF,,FP05865,FF,,HC902700,FF
AS16002,FF,,HRA0739,FF,,,KMSD1240,FF,,HC902429,FF,,HC902429,FF,,HRA02114,FF,,FP05815,FF,,HRA02085,TF,,C2812,FF,,KMSD2312,FF,,,HRA02127,FF,,FP05697,FF,,,KMSD2124,TF,,GEX01442,FF,,KMSD2319,FF,,AS15608,SF,,HRA02026,FF,,,AS15973,FF,,C2864,FF,,KMSD2160,FF,,FP05865,FF,,GEX01447,FF,,C2638,FF,,C2812,FF,,GEX01442,FF
FP05733,FF,,FP05281,FF,,,HRA0739,FF,,c2701,FF,,KMSD2111,FF,,HRA02115,FF,,FP05829,FF,,AS16001,TF,,HRA0278,FF,,as16169,FF,,,C2813,FF,,HC902669,FF,,,FP05409,TF,,C2813,FF,,HRA02127,FF,,FP05796,SF,,FP05845,FF,,,AS16044,FF,,KMSD1802,FF,,AS16044,FF,,FP05074,FF,,GEX01442,FF,,HRA0257,FF,,KMSD2315,FF,,AS15973,FF
C2641,FF,,KMSD2077,FF,,,KMSD2077,FF,,HRA0257,FF,,KMSD2083,FF,,KMSD2083,FF,,FP05812,FF,,FP05409,TF,,Kmsd2132,FF,,C2849,FF,,,GEX01294,FF,,AS0013,FF,,,AS16001,TF,,KMSD2305,FF,,KMSD403,FF,,C2530,SF,,KMSD2098,FF,,,KMSD2098,FF,,GEX01447,FF,,GEX01392,FF,,HRA0257,FF,,FP05400,FF,,AS0013,FF,,AS15973,FF,,C2870,FF
AS16044,FF,,AS16045,FF,,,C2702,FF,,C2638,FF,,HRA01846,FF,,GEX01514,FF,,FP05826,FF,,KMSD2275,TF,,HRA02026,FF,,FP05826,FF,,,AS15951,FF,,HRA0257,FF,,,HRA02047,TF,,C2870,FF,,HRA02124,FF,,AS16147,SF,,KMSD2287,FF,,,AS15951,FF,,HRA0278,FF,,KMSD2287,FF,,AS0013,FF,,C543,FF,,KMSD2158,FF,,KMSD1712,FF,,C2864,FF
C2733,FF,,HRA0278,FF,,,c2701,FF,,GEX01294,FF,,C2216,FF,,KMSD2287,FF,,FP05823,FF,,AS15961,TF,,HRA02127,FF,,C2846,FF,,,HRA01900,FF,,KMSD2243,FF,,,GEX01449,TF,,HRA01900,FF,,C2638,FF,,GEX01554,SF,,Kmsd2132,FF,,,GEX01392,FF,,FP05715,FF,,FP05813,FF,,FP04233,FF,,AS15973,FF,,GEX01416,FF,,C2700,FF,,AS15952,FF
C2638,FF,,HRA0257,FF,,,FP05733,FF,,AS0072,FF,,KMSD2068,FF,,HRA01787,FF,,FP05831,FF,,AS16060,TF,,AS15973,FF,,C2840,FF,,,FP05865,FF,,KMSD2158,FF,,,KMSD2149,TF,,KMSD2272,FF,,FP05865,FF,,KMSD1989,SF,,AS16044,FF,,,C2813,FF,,FP05879,FF,,C2812,FF,,HRA01846,FF,,FP05844,FF,,FP05812,FF,,KMSD2160,FF,,KMSD2272,FF
KMSD2077,FF,,HC902429,FF,,,AS0072,FF,,HRA01959,FF,,HRA02056,FF,,HRA01707,FF,,FP05807,FF,,FP05768,TF,,KMSD1240,FF,,GEX01550,FF,,,AS15973,FF,,C2702,FF,,,C2721,TF,,FP05074,FF,,HRA0278,FF,,AS16207,SF,,FP05715,FF,,,AS15952,FF,,AS16188,FF,,KMSD2319,FF,,GEX01603,FF,,FP05845,FF,,KMSD2111,FF,,C2641,FF,,HRA01846,FF
KMSD85,FF,,KMSD142,FF,,,HC902429,FF,,KMSD2077,FF,,KMSD1630,FF,,KMSD142,FF,,C2835,FF,,GEX01508,TF,,HRA0257,FF,,FP05821,FF,,,GEX01514,FF,,HRA02092,FF,,,FP05837,TF,,KMSD2083,FF,,C2875,FF,,AS16192,SF,,HRA02112,FF,,,FP05844,FF,,AS15994,FF,,GEX01294,FF,,GEX01489,FF,,KMSD2098,FF,,KMSD2287,FF,,HRA02127,FF,,Kmsd2132,FF
HC902429,FF,,FP05387,FF,,,HRA0278,FF,,C2216,FF,,FP04233,FF,,AS16150,FF,,GEX01540,FF,,FP05832,TF,,HRA01969,FF,,FP05817,FF,,,C2638,FF,,KMSD85,FF,,,GEX01404,TF,,AS15951,FF,,FP05813,FF,,GEX01507,SF,,KMSD2272,FF,,,GEX01564,FF,,GEX01416,FF,,AS15951,FF,,KMSD2158,FF,,AS16039,FF,,GEX01392,FF,,FP05074,FF,,FP05844,FF
c2701,FF,,FP05785,FF,,,AS16044,FF,,KMSD2243,FF,,KMSD142,FF,,HC902213,FF,,GEX01541,FF,,FP05833,TF,,AS16002,FF,,GEX01549,FF,,,HRA01332,FF,,KMS242,FF,,,HRA0980,TF,,C2812,FF,,HC902429,FF,,KMSD2065,SF,,HRA0129,FF,,,HRA0129,FF,,KMSD2303,FF,,HRA02127,FF,,GEX01575,FF,,FP05889,FF,,FP05698,FF,,FP05813,FF,,HRA02026,FF
AS0013,FF,,KMSD2111,FF,,,AS0013,FF,,Gex01187,FF,,KMS242,FF,,KMS242,FF,,C2807,FF,,FP05834,TF,,HC902213,FF,,KMSD2301,FF,,,HC902429,FF,,HC902213,FF,,,FP05691,TF,,GEX01564,FF,,HRA01332,FF,,HRA01686,SF,,KMSD142,FF,,,FP05715,FF,,HRA02010,FF,,C2863,FF,,KMSD2349,FF,,HRA02117,FF,,FP05885,FF,,FP04233,FF,,C2638,FF
HRA01703,FF,,KMSD177,FF,,,HRA0257,FF,,HRA01966,FF,,HRA0257,FF,,AS16044,FF,,C2847,FF,,KMSD2311,TF,,KMSD85,FF,,KMSD2302,FF,,,HRA0129,FF,,HRA0278,FF,,,FP05690,TF,,KMSD2160,FF,,KMSD527,FF,,HRA01705,SF,,FP05844,FF,,,KMSD2305,FF,,HRA02152,FF,,GEX01564,FF,,KMSD2184,FF,,AS15952,FF,,HRA02026,FF,,C2638,FF,,KMSD2098,FF
KMSD177,FF,,HRA01900,FF,,,FP05404,FF,,KMS242,FF,,AS0013,FF,,HRA0257,FF,,C2840,FF,,C2258,TF,,HRA01332,FF,,AS16063,FF,,,KMSD142,FF,,HRA02117,FF,,,C2697,TF,,FP05813,FF,,GEX01464,FF,,HRA0792,SF,,KMSD2014,FF,,,KMSD2160,FF,,KMSD2118,FF,,c2701,FF,,AS16044,FF,,HRA02026,FF,,HRA02138,FF,,GEX01514,FF,,FP05074,FF
HC902213,FF,,HRA01959,FF,,,C2810,FF,,KMSD142,FF,,KMSD2077,FF,,HRA01853,FF,,C2846,FF,,GEX01337,TF,,HC902429,FF,,GEX01556,FF,,,C2812,FF,,KMSD177,FF,,,GEX01274,TF,,FP05838,FF,,FP05812,FF,,C2784,SF,,HRA02154,FF,,,FP05813,FF,,KMSD177,FF,,FP05650,FF,,hra0129,FF,,Kmsd2132,FF,,HRA02124,FF,,HRA01846,FF,,HRA0129,FF
FP05281,FF,,KMS242,FF,,,AS16002,FF,,KMSD403,FF,,HRA0739,FF,,AS16045,FF,,C2848,FF,,GEX01338,TF,,KMSD142,FF,,HRA02121,FF,,,C2849,FF,,GEX01416,FF,,,C2495,TF,,HRA02127,FF,,AS16045,FF,,KMSD1805,SF,,AS0072,FF,,,C2812,FF,,AS0072,FF,,FP05697,FF,,hra02056,FF,,GEX01603,FF,,FP05387,FF,,c2701,FF,,GEX01447,FF
C2702,FF,,FP05715,FF,,,HRA01703,FF,,HRA01969,FF,,C2833,FF,,FP05785,FF,,KMSD2313,FF,,AS15985,TF,,FP05698,FF,,FP05831,FF,,,HRA01707,FF,,FP05400,FF,,,KMSD2307,TF,,C2863,FF,,C2849,FF,,GEX01511,SF,,KMSD1802,FF,,,FP05812,FF,,KMSD2158,FF,,HRA02138,FF,,C2704,FF,,C2813,FF,,HRA02117,FF,,HRA02074,FF,,KMSD1802,FF
KMSD142,FF,,GEX01416,FF,,,FP05074,FF,,HRA02056,FF,,C2834,FF,,Gex01187,FF,,HRA01853,FF,,AS15963,TF,,FP05387,FF,,GEX01158,FF,,,KMSD403,FF,,FP03537,FF,,,FP05728,TF,,HRA02139,FF,,HC902213,FF,,KMSD1242,SF,,KMSD2319,FF,,,FP05865,FF,,KMSD1712,FF,,KMS242,FF,,C2641,FF,,KMSD2076,FF,,KMSD1240,FF,,C2702,FF,,FP05812,FF
FP05400,FF,,C2830,FF,,,gex01299,FF,,KMSD1812,FF,,AS16045,FF,,KMSD2261,FF,,HRA02117,FF,,C2713,TF,,KMS242,FF,,HRA02112,FF,,,HRA0278,FF,,HC902046,FF,,,C2862,TF,,KMSD2349,FF,,FP05785,FF,,AS15476,SF,,FP05826,FF,,,AS16188,FF,,FP05414,FF,,AS16039,FF,,HC902429,FF,,KMSD2160,FF,,HRA01846,FF,,GEX01294,FF,,FP05845,FF
HRA01900,FF,,AS16002,FF,,,C2803,FF,,NAPS153,FF,,KMSD1240,FF,,Kmsd2132,FF,,C2842,FF,,C2707,TF,,KMSD2315,FF,,KMSD1712,FF,,,KMSD2319,FF,,KMSD2083,FF,,,AS15780,TF,,KMSD2184,FF,,AS0072,FF,,FP05672,SF,,KMSD2158,FF,,,C2700,FF,,KMSD2243,FF,,HRA02124,FF,,HRA01332,FF,,GEX01392,FF,,FP05813,FF,,AS16188,FF,,KMSD2160,FF
FP05387,FF,,kmsd1904,FF,,,HRA01959,FF,,KMSD2261,FF,,HRA01969,FF,,GEX01294,FF,,KMSD2304,FF,,HRA02129,TF,,GEX01381,FF,,GEX01477,FF,,,C2875,FF,,C2438,FF,,,C2865,TF,,C2864,FF,,GEX01583,FF,,KMSD1806,SF,,AS15973,FF,,,AS16113,FF,,Gex01187,FF,,FP05889,FF,,KMSD2014,FF,,AS16044,FF,,C2849,FF,,KMSD2319,FF,,AS16044,FF
HRA01702,FF,,KMSD1795,FF,,,KMSD142,FF,,HRA0739,FF,,kmsd2173,FF,,HRA01959,FF,,KMSD2298,FF,,C2857,TF,,FP05785,FF,,as0033,FF,,,HRA0739,FF,,FP04220,FF,,,GEX01576,TF,,C2849,FF,,HRA02092,FF,,HC902269,SF,,GEX01442,FF,,,KMSD2287,FF,,KMSD1810,FF,,FP05865,FF,,FP05650,FF,,KMSD2272,FF,,C2813,FF,,KMSD2111,FF,,C2813,FF
FP05414,FF,,C2803,FF,,,AS15952,FF,,HRA02092,FF,,KMSD177,FF,,KMSD2118,FF,,kmsd2303,FF,,HRA02094,TF,,HRA02074,FF,,C2833,FF,,,FP05321,FF,,FP05658,FF,,,GEX01428,TF,,FP05865,FF,,GEX01514,FF,,FP05869,SF,,NAPS153,FF,,,FP05879,FF,,KMSD2346,FF,,HRA0129,FF,,C2875,FF,,FP05698,FF,,FP05697,FF,,KMSD85,FF,,AS15951,FF
C2810,FF,,C2810,FF,,,kmsd2173,FF,,FP05785,FF,,HRA02092,FF,,KMSD2068,FF,,c2839,FF,,GEX01449,TF,,GEX01158,FF,,c2839,FF,,,FP05819,FF,,HRA01969,FF,,,FP05832,TF,,HRA0278,FF,,HRA01707,FF,,FP05601,SF,,KMS242,FF,,,HRA01787,FF,,KMSD2068,FF,,KMSD2158,FF,,GEX01569,FF,,c2701,FF,,AS16045,FF,,GEX01447,FF,,HRA02056,FF
HRA01704,FF,,kmsd2173,FF,,,FP05387,FF,,KMSD85,FF,,KMSD2158,FF,,KMSD2158,FF,,AS16171,FF,,GEX01497,TF,,KMSD2014,FF,,C2834,FF,,,GEX01569,FF,,FP05698,FF,,,HRA02085,TF,,HRA01332,FF,,GEX01416,FF,,FP05798,SF,,GEX01489,FF,,,HRA02127,FF,,FP05658,FF,,KMSD177,FF,,FP05785,FF,,KMSD2349,FF,,HC902429,FF,,HC902429,FF,,GEX01392,FF
HRA01853,FF,,KMSD2118,FF,,,KMS242,FF,,FP05733,FF,,KMSD2243,FF,,HRA01704,FF,,GEX01556,FF,,GEX01428,TF,,FP05697,FF,,C2810,FF,,,GEX01489,FF,,HRA01702,FF,,,HRA02013,TF,,FP04233,FF,,AS15994,FF,,KMSD2059,SF,,GEX01569,FF,,,GEX01571,FF,,FP05829,FF,,KMSD2261,FF,,GEX01294,FF,,KMSD2184,FF,,HRA01332,FF,,HRA01332,FF,,FP05889,FF
kmsd2173,FF,,KMSD2068,FF,,,HC902669,FF,,kmsd1904,FF,,C2810,FF,,GEX01381,FF,,GEX01477,FF,,FP05691,TF,,C2702,FF,,KMSD2327,FF,,,GEX01575,FF,,HRA02026,FF,,,C2707,TF,,KMSD2014,FF,,FP05650,FF,,FP05646,SF,,HRA0257,FF,,,FP05826,FF,,HRA02148,FF,,KMSD527,FF,,KMSD2305,FF,,HRA0278,FF,,FP05865,FF,,FP05785,FF,,KMSD2305,FF
NAPS153,FF,,HRA02092,FF,,,FP05715,FF,,kmsd2173,FF,,C2803,FF,,KMSD1630,FF,,C2849,FF,,FP05690,TF,,kmsd2188,FF,,FP05715,FF,,,NAPS153,FF,,HRA01853,FF,,,C2713,TF,,AS0072,FF,,FP05697,FF,,KMSD2353,SF,,GEX01575,FF,,,C2849,FF,,KMSD2083,FF,,HRA0739,FF,,HRA0739,FF,,HRA0257,FF,,FP05879,FF,,HRA0278,FF,,C2863,FF
GEX01294,FF,,kmsd2182,FF,,,HC902046,FF,,AS0013,FF,,HRA01959,FF,,HRA0739,FF,,HRA02121,FF,,C2580,TF,,KMSD2118,FF,,KMSD2330,FF,,,HRA02074,FF,,FP05813,FF,,,KMSD2311,TF,,KMSD177,FF,,C2700,FF,,KMSD2314,SF,,HRA02056,FF,,,KMSD2158,FF,,KMSD1797,FF,,GEX01447,FF,,KMSD2076,FF,,C2812,FF,,FP05889,FF,,KMSD2158,FF,,FP05879,FF
